Title,Abstract,Category,PDF File,Year
Fool.s Gold: Extracting Finite State Machines,"Several recurrent networks have been proposed as representations for the task of formal language learning. After training a recurrent network rec ognize a formal language or predict the next symbol of a sequence, the next logical step is to understand the information processing carried out by the network. Some researchers have begun to extracting finite state machines from the internal state trajectories of their recurrent networks. This paper describes how sensitivity to initial conditions and discrete measurements can trick these extraction methods to return illusory finite state descriptions. INTRODUCTION Formal language learning (Gold, 1969) has been a topic of concern for cognitive science and artificial intelligence. It is the task of inducing a computational description of a formal language from a sequence of positive and negative examples of strings in the target lan guage. Neural information processing approaches to this problem involve the use of recur rent networks that embo",NLP,470e7a4f017a5476afb7eeb3f8b96f9b-Paper.pdf,1993
Two Iterative Algorithms for Computing,"The Singular Value Decomposition (SVD) is an important tool for linear algebra and can be used to invert or approximate matrices. Although many authors use ""SVD"" synonymously with ""Eigen vector Decomposition"" or ""Principal Components Transform"", it is important to realize that these other methods apply only to symmetric matrices, while the SVD can be applied to arbitrary nonsquare matrices. This property is important for applications to signal transmission and control. I propose two new algorithms for iterative computation of the SVD given only sample inputs and outputs from a matrix. Although there currently exist many algorithms for Eigenvector Decomposi tion (Sanger 1989, for example), these are the first true sample based SVD algorithms. 1 INTRODUCTION The Singular Value Decomposition (SVD) is a method for writing an arbitrary nons quare matrix as the product of two orthogonal matrices and a diagonal matrix. This technique is an important component of methods for approximating near",Optimization & Theoretical ML,49c9adb18e44be0711a94e827042f630-Paper.pdf,1993
Efficient Computation of Complex,"By their very nature, memory based algorithms such as KNN or Parzen windows require a computationally expensive search of a large database of prototypes. In this paper we optimize the search ing process for tangent distance (Simard, LeCun and Denker, 1993) to improve speed performance. The closest prototypes are found by recursively searching included subset.s of the database using dis tances of increasing complexit.y. This is done by using a hierarchy of tangent distances (increasing the Humber of tangent. vectors from o to its maximum) and multiresolution (using wavelets). At each stage, a confidence level of the classification is computed. If the confidence is high enough, the c.omputation of more complex dis tances is avoided. The resulting algorithm applied to character recognition is close to t.hree orders of magnitude faster than com puting the full tangent dist.ance on every prot.ot.ypes. 1 INTRODUCTION Memory based algorithms such as KNN or Parzen windows have been extensively",Computer Vision,4b0a59ddf11c58e7446c9df0da541a84-Paper.pdf,1993
Statistics of Natural Images:,"In order to best understand a visual system one should attempt to characterize the natural images it processes. We gather images from the woods and find that these scenes possess an ensemble scale invariance. Further, they are highly non-Gaussian, and this non Gaussian character cannot be removed through local linear filter ing. We find that including a simple ""gain control"" nonlinearity in the filtering process makes the filter output quite Gaussian, mean ing information is maximized at fixed channel variance. Finally, we use the measured power spectrum to place an upper bound on the information conveyed about natural scenes by an array of receptors. 1 Introduction Natural stimuli are playing an increasingly important role in our understanding of sensory processing. This is because a sensory system's ability to perform a task is a statistical quantity which depends on the signal and noise characteristics. Recently several approaches have explored visual processing as it relates to nat",Computer Vision,4d5b995358e7798bc7e9d9db83c612a5-Paper.pdf,1993
GDS: Gradient Descent Generation of,"Imagine you have designed a neural network that successfully learns a complex classification task. What are the relevant input features the classifier relies on and how are these features combined to pro duce the classification decisions? There are applications where a deeper insight into the structure of an adaptive system and thus into the underlying classification problem may well be as important as the system's performance characteristics, e.g. in economics or medicine. GDSi is a backpropagation-based training scheme that produces networks transformable into an equivalent and concise set of IF-THEN rules. This is achieved by imposing penalty terms on the network parameters that adapt the network to the expressive power of this class of rules. Thus during training we simultaneously minimize classification and transformation error. Some real-world tasks demonstrate the viability of our approach. 1 Introduction This paper deals with backpropagation networks trained to perform a classi",NLP,4e0928de075538c593fbdabb0c5ef2c3-Paper.pdf,1993
Packet Routing in Dynamically,"This paper describes the Q-routing algorithm for packet routing, in which a reinforcement learning module is embedded into each node of a switching network. Only local communication is used by each node to keep accurate statistics on which routing decisions lead to minimal delivery times. In simple experiments involving a 36-node, irregularly connected network, Q-routing proves supe rior to a nonadaptive algorithm based on precomputed shortest paths and is able to route efficiently even when critical aspects of the simulation, such as the network load, are allowed to vary dy namically. The paper concludes with a discussion of the tradeoff between discovering shortcuts and maintaining stable policies. 1 INTRODUCTION The field of reinforcement learning has grown dramatically over the past several years, but with the exception of backgammon [8, 2], has had few successful appli cations to large-scale, practical tasks. This paper demonstrates that the practical task of routing packets throu",Reinforcement Learning,4ea06fbc83cdd0a06020c35d50e1e89a-Paper.pdf,1993
How to Choose an Activation Function,"We study the complexity problem in artificial feedforward neural networks designed to approximate real valued functions of several real variables; i.e., we estimate the number of neurons in a network required to ensure a given degree of approximation to every function in a given function class. We indicate how to construct networks with the indicated number of neurons evaluating standard activation functions. Our general theorem shows that the smoother the activation function, the better the rate of approximation. 1 INTRODUCTION The approximation capabilities of feedforward neural networks with a single hidden layer has been studied by many authors, e.g., [1, 2, 5]. In [10], we have shown that such a network using practically any nonlinear activation function can approximate any continuous function of any number of real variables on any compact set to any desired degree of accuracy. A central question in this theory is the following. If one needs to approximate a function from a known ",Optimization & Theoretical ML,51ef186e18dc00c2d31982567235c559-Paper.pdf,1993
Efficient Simulation of Biological Neural,"We present a neural network simulation which we implemented on the massively parallel Connection Machine 2. In contrast to previous work, this simulator is based on biologically realistic neu rons with nontrivial single-cell dynamics, high connectivity with a structure modelled in agreement with biological data, and preser vation of the temporal dynamics of spike interactions. We simulate neural networks of 16,384 neurons coupled by about 1000 synapses per neuron, and estimate the performance for much larger systems. Communication between neurons is identified as the computation ally most demanding task and we present a novel method to over come this bottleneck. The simulator has already been used to study the primary visual system of the cat. 1 INTRODUCTION Neural networks have been implemented previously on massively parallel supercom puters (Fujimoto et al., 1992, Zhang et al., 1990). However, these are implemen tations of artificial, highly simplified neural networks, while our aim",Computer Vision,5751ec3e9a4feab575962e78e006250d-Paper.pdf,1993
Convergence of Stochastic Iterative,"Increasing attention has recently been paid to algorithms based on dynamic programming (DP) due to the suitability of DP for learn ing problems involving control. In stochastic environments where the system being controlled is only incompletely known, however, a unifying theoretical account of these methods has been missing. In this paper we relate DP-based learning algorithms to the pow erful techniques of stochastic approximation via a new convergence theorem, enabling us to establish a class of convergent algorithms to which both TD(""\) and Q-Iearning belong. 1 INTRODUCTION Learning to predict the future and to find an optimal way of controlling it are the basic goals of learning systems that interact with their environment. A variety of algorithms are currently being studied for the purposes of prediction and control in incompletely specified, stochastic environments. Here we consider learning algo rithms defined in Markov environments. There are actions or controls (u) available f",Reinforcement Learning,5807a685d1a9ab3b599035bc566ce2b9-Paper.pdf,1993
High Performance Neural Net Simulation,"The performance requirements in experimental research on arti ficial neural nets often exceed the capability of workstations and PCs by a great amount. But speed is not the only requirement. Flexibility and implementation time for new algorithms are usually of equal importance. This paper describes the simulation of neural nets on the MUSIC parallel supercomputer, a system that shows a good balance between the three issues and therefore made many research projects possible that were unthinkable before. (MUSIC stands for Multiprocessor System with Intelligent Communication) 1 Overview of the MUSIC System The goal of the MUSIC project was to build a fast parallel system and to use it in real-world applications like neural net simulations, image processing or simulations in chemistry and physics [1, 2]. The system should be flexible, simple to program and the realization time should be short enough to not have an obsolete system by the time it is finished. Therefore, the fastest available",Optimization & Theoretical ML,59c33016884a62116be975a9bb8257e3-Paper.pdf,1993
A Massively-Parallel SIMD Processor for,"This paper describes the MM32k, a massively-parallel SIMD com puter which is easy to program, high in performance, low in cost and effective for implementing highly parallel neural network ar chitectures. The MM32k has 32768 bit serial processing elements, each of which has 512 bits of memory, and all of which are inter connected by a switching network. The entire system resides on a single PC-AT compatible card. It is programmed from the host computer using a C++ language class library which abstracts the parallel processor in terms of fast arithmetic operators for vectors of variable precision integers. 1 INTRODUCTION Many well known neural network techniques for adaptive pattern classification and function approximation are inherently highly parallel, and thus have proven dif ficult to implement for real-time applications at a reasonable cost. This includes 843 844 Glover and Miller a variety of learning systems such as radial basis function networks [Moody 1989], Kohonen self-organ",Computer Vision,50c3d7614917b24303ee6a220679dab3-Paper.pdf,1993
An Analog VLSI Model of Central Pattern,"I detail the design and construction of an analog VLSI model of the neural system responsible for swimming behaviors of the leech. Why the leech? The biological network is small and relatively well understood, and the silicon model can therefore span three levels of organization in the leech nervous system (neuron, ganglion, system); it represents one of the first comprehensive models of leech swimming operating in real-time. The circuit employs biophysically motivated analog neurons networked to form multiple biologically inspired silicon ganglia. These ganglia are coupled using known interganglionic connections. Thus the model retains the flavor of its biological counterpart, and though simplified, the output of the silicon circuit is similar to the output of the leech swim central pattern generator. The model operates on the same time- and spatial-scale as the leech nervous system and will provide an excellent platform with which to explore real-time adaptive locomotion in the leech",Computer Vision,5c572eca050594c7bc3c36e7e8ab9550-Paper.pdf,1993
Non-linear Statistical Analysis and,"Neurons learning under an unsupervised Hebbian learning rule can perform a nonlinear generalization of principal component analysis. This relationship between nonlinear PCA and nonlinear neurons is reviewed. The stable fixed points of the neuron learning dynamics correspond to the maxima of the statist,ic optimized under non linear PCA. However, in order to predict. what the neuron learns, knowledge of the basins of attractions of the neuron dynamics is required. Here the correspondence between nonlinear PCA and neural networks breaks down. This is shown for a simple model. Methods of statistical mechanics can be used to find the optima of the objective function of non-linear PCA. This determines what the neurons can learn. In order to find how the solutions are parti tioned amoung the neurons, however, one must solve the dynamics. 1 INTRODUCTION Linear neurons learning under an unsupervised Hebbian rule can learn to perform a linear statistical analysis ofthe input data. This was firs",Optimization & Theoretical ML,5ec91aac30eae62f4140325d09b9afd0-Paper.pdf,1993
Locally Adaptive Nearest Neighbor,"Four versions of a k-nearest neighbor algorithm with locally adap tive k are introduced and compared to the basic k-nearest neigh bor algorithm (kNN). Locally adaptive kNN algorithms choose the value of k that should be used to classify a query by consulting the results of cross-validation computations in the local neighborhood of the query. Local kNN methods are shown to perform similar to kNN in experiments with twelve commonly used data sets. Encour aging results in three constructed tasks show that local methods can significantly outperform kNN in specific applications. Local methods can be recommended for on-line learning and for appli cations where different regions of the input space are covered by patterns solving different sub-tasks. 1 Introduction The k-nearest neighbor algorithm (kNN, Dasarathy, 1991) is one of the most ven erable algorithms in machine learning. The entire training set is stored in memory. A new example is classified with the class of the majority of the k n",Optimization & Theoretical ML,5f0f5e5f33945135b874349cfbed4fb9-Paper.pdf,1993
Bayesian Backprop in Action:,"MacKay's Bayesian framework for backpropagation is conceptually appealing as well as practical. It automatically adjusts the weight decay parameters during training, and computes the evidence for each trained network. The evidence is proportional to our belief in the model. The networks with highest evidence turn out to generalise well. In this paper, the framework is extended to pruned nets, leading to an Ockham Factor for ""tuning the architecture to the data"". A committee of networks, selected by their high evidence, is a natural Bayesian construction. The evidence of a committee is computed. The framework is illustrated on real-world data from a near infrared spectrometer used to determine the fat content in minced meat. Error bars are computed, including the contribution from the dissent of the committee members. 1 THE OCKHAM FACTOR William of Ockham's (1285-1349) principle of economy in explanations, can be formulated as follows: If several theories account for a phenomenon we sho",Optimization & Theoretical ML,5f2c22cb4a5380af7ca75622a6426917-Paper.pdf,1993
Solvable Models of Artificial Neural,"Solvable models of nonlinear learning machines are proposed, and learning in artificial neural networks is studied based on the theory of ordinary differential equations. A learning algorithm is con structed, by which the optimal parameter can be found without any recursive procedure. The solvable models enable us to analyze the reason why experimental results by the error backpropagation often contradict the statistical learning theory. 1 INTRODUCTION Recent studies have shown that learning in artificial neural networks can be under stood as statistical parametric estimation using t.he maximum likelihood method [1], and that their generalization abilities can be estimated using the statistical asymptotic theory [2]. However, as is often reported, even when the number of parameters is too large, the error for the test.ing sample is not so large as the theory predicts. The reason for such inconsistency has not yet been clarified, because it is difficult for the artificial neural network",Optimization & Theoretical ML,61b4a64be663682e8cb037d9719ad8cd-Paper.pdf,1993
A Comparative Study Of A Modified,"Bumptrees are geometric data structures introduced by Omohundro (1991) to provide efficient access to a collection of functions on a Euclidean space of interest. We describe a modified bumptree structure that has been employed as a neural network classifier, and compare its performance on several classification tasks against that of radial basis function networks and the standard mutIi-Iayer perceptron. 1 INTRODUCTION A number of neural network studies have demonstrated the utility of the multi-layer perceptron (MLP) and shown it to be a highly effective paradigm. Studies have also shown, however, that the MLP is not without its problems, in particular it requires an extensive training time, is susceptible to local minima problems and its perfonnance is dependent upon its internal network architecture. In an attempt to improve upon the generalisation performance and computational efficiency a number of studies have been undertaken principally concerned with investigating the parametris",NLP,632cee946db83e7a52ce5e8d6f0fed35-Paper.pdf,1993
Generalization Error and The Expected,"For two layer networks with n sigmoidal hidden units, the generalization error is shown to be bounded by O(E~ K) + O( (E NK )d l og N) , where d and N are the input dimension and the number of training samples, re spectively. E represents the expectation on random number K of hidden units = (1 :::; I\ :::; n). The probability Pr(I{ k) (1 :::; k :::; n) is (kt.erl11ined by a prior distribution of weights, which corresponds to a Gibbs distribtt! ion of a regularizeI'. This relationship makes it possible to characterize explicitly how a regularization term affects bias/variance of networks. The bound can be obtained analytically for a large class of commonly used priors. It can also be applied to estimate the expected net.work complexity Ef{ in practice. The result provides a quantitative explanation on how large networks can generalize well. 1 Introduction Regularization (or weight-decay) methods are widely used in supervised learning by adding a regularization term t.o an energy functio",Optimization & Theoretical ML,670e8a43b246801ca1eaca97b3e19189-Paper.pdf,1993
COMBINED NEURAL NETWORKS,"We propose a method for improving the performance of any net work designed to predict the next value of a time series. Vve advo cate analyzing the deviations of the network's predictions from the data in the training set. This can be carried out by a secondary net work trained on the time series of these residuals. The combined system of the two networks is viewed as the new predictor. We demonstrate the simplicity and success of this method, by apply ing it to the sunspots data. The small corrections of the secondary network can be regarded as resulting from a Taylor expansion of a complex network which includes the combined system. \\Te find that the complex network is more difficult to train and performs worse than the two-step procedure of the combined system. 1 INTRODUCTION The use of neural networks for computational tasks is based on the idea that the efficient way in which the nervous system handles memory and cognition is worth immitating. Artificial implementations are often ",Optimization & Theoretical ML,677e09724f0e2df9b6c000b75b5da10d-Paper.pdf,1993
Illumination-Invariant Face Recognition with a,"Changes in lighting conditions strongly effect the performance and reli ability of computer vision systems. We report face recognition results under drastically changing lighting conditions for a computer vision sys tem which concurrently uses a contrast sensitive silicon retina and a con ventional, gain controlled CCO camera. For both input devices the face recognition system employs an elastic matching algorithm with wavelet based features to classify unknown faces. To assess the effect of analog on -chip preprocessing by the silicon retina the CCO images have been ""digitally preprocessed"" with a bandpass filter to adjust the power spec trum. The silicon retina with its ability to adjust sensitivity increases the recognition rate up to 50 percent. These comparative experiments demonstrate that preprocessing with an analog VLSI silicon retina gen erates image data enriched with object-constant features. 1 Introdnction Neural computation as an information processing paradigm promises t",Computer Vision,67d16d00201083a2b118dd5128dd6f59-Paper.pdf,1993
Address Block Location with a Neural Net System,"We developed a system for finding address blocks on mail pieces that can process four images per second. Besides locating the address block, our system also determines the writing style, handwritten or machine printed, and moreover, it measures the skew angle of the text lines and cleans noisy images. A layout analysis of all the elements present in the image is performed in order to distinguish drawings and dirt from text and to separate text of advertisement from that of the destination address. A speed of more than four images per second is obtained on a modular hardware platform, containing a board with two of the NET32K neural net chips, a SP ARC2 processor board, and a board with 2 digital signal processors. The system has been tested with more than 100,000 images. Its performance depends on the quality of the images, and lies between 85% correct location in very noisy images to over 98% in cleaner images. 1 INTRODUCTION The system described here has been integrated into an addre",Computer Vision,67d96d458abdef21792e6d8e590244e7-Paper.pdf,1993
Assessing the Quality of Learned Local Models,"An approach is presented to learning high dimensional functions in the case where the learning algorithm can affect the generation of new data. A local modeling algorithm, locally weighted regression, is used to represent the learned function. Architectural parameters of the approach, such as distance metrics, are also localized and become a function of the query point instead of being global. Statistical tests are given for when a local model is good enough and sampling should be moved to a new area. Our methods explicitly deal with the case where prediction accuracy requirements exist during exploration: By gradually shifting a ""center of exploration"" and controlling the speed of the shift with local pre diction accuracy, a goal-directed exploration of state space takes place along the fringes of the current data support until the task goal is achieved. We illustrate this approach with simulation results and results from a real robot learning a complex juggling task. 1 INTRODUCTION E",Reinforcement Learning,68053af2923e00204c3ca7c6a3150cf7-Paper.pdf,1993
"Synchronization, oscillations, and","We investigate a model for neural activity that generates long range temporal correlations, 1/f noise, and oscillations in global activity. The model consists of a two-dimensional sheet of leaky integrate and-fire neurons with feedback connectivity consisting of local ex citation and surround inhibition. Each neuron is independently driven by homogeneous external noise. Spontaneous symmetry breaking occurs, resulting in the formation of ""hotspots"" of activ ity in the network. These localized patterns of excitation appear as clusters that coalesce, disintegrate, or fluctuate in size while si multaneously moving in a random walk constrained by the interac tion with other clusters. The emergent cross-correlation functions have a dual structure, with a sharp peak around zero on top of a much broader hill. The power spectrum associated with single units shows a 1/ f decay for small frequencies and is flat at higher frequencies, while the power spectrum of the spiking activity aver aged over",Computer Vision,6bc24fc1ab650b25b4114e93a98f1eba-Paper.pdf,1993
What Does the Hippocampus Compute?:,No abstract found,NLP,6c29793a140a811d0c45ce03c1c93a28-Paper.pdf,1993
Unsupervised Learning of Mixtures of,"This paper presents a formulation for unsupervised learning of clus ters reflecting multiple causal structure in binary data. Unlike the standard mixture model, a multiple cause model accounts for ob served data by combining assertions from many hidden causes, each of which can pertain to varying degree to any subset of the observ able dimensions. A crucial issue is the mixing-function for combin ing beliefs from different cluster-centers in order to generate data reconstructions whose errors are minimized both during recognition and learning. We demonstrate a weakness inherent to the popular weighted sum followed by sigmoid squashing, and offer an alterna tive form of the nonlinearity. Results are presented demonstrating the algorithm's ability successfully to discover coherent multiple causal representat.ions of noisy test data and in images of printed characters. 1 Introduction The objective of unsupervised learning is to identify patterns or features reflecting underlying regularit",NLP,6cd67d9b6f0150c77bda2eda01ae484c-Paper.pdf,1993
A Hodgkin-Huxley Type Neuron Model,"A gradient descent algorithm for parameter estimation which is similar to those used for continuous-time recurrent neural networks was derived for Hodgkin-Huxley type neuron models. Using mem brane potential trajectories as targets, the parameters (maximal conductances, thresholds and slopes of activation curves, time con stants) were successfully estimated. The algorithm was applied to modeling slow non-spike oscillation of an identified neuron in the lobster stomatogastric ganglion. A model with three ionic currents was trained with experimental data. It revealed a novel role of A-current for slow oscillation below -50 mY. 1 INTRODUCTION Conductance-based neuron models, first formulated by Hodgkin and Huxley [10], are commonly used for describing biophysical mechanisms underlying neuronal be havior. Since the days of Hodgkin and Huxley, tens of new ionic channels have been identified [9]. Accordingly, recent H-H type models have tens of variables and hundreds of parameters [1, 2]. Id",NLP,6e0721b2c6977135b916ef286bcb49ec-Paper.pdf,1993
Memory-Based Methods for Regression,No abstract found,Optimization & Theoretical ML,6e7b33fdea3adc80ebd648fffb665bb8-Paper.pdf,1993
Neural Network Methods for,No abstract found,Deep Learning,6f2268bd1d3d3ebaabb04d6b5d099425-Paper.pdf,1993
A Comparison of Dynamic Reposing and,"In drug activity prediction (as in handwritten character recogni tion), the features extracted to describe a training example depend on the pose (location, orientation, etc.) of the example. In hand written character recognition, one of the best techniques for ad dressing this problem is the tangent distance method of Simard, LeCun and Denker (1993). Jain, et al. (1993a; 1993b) introduce a new technique-dynamic reposing-that also addresses this prob lem. Dynamic reposing iteratively learns a neural network and then reposes the examples in an effort to maximize the predicted out put values. New models are trained and new poses computed until models and poses converge. This paper compares dynamic reposing to the tangent distance method on the task of predicting the bio logical activity of musk compounds. In a 20-fold cross-validation, 216 A Comparison of Dynamic Reposing and Tangent Distance for Drug Activity Prediction 217 dynamic reposing attains 91 % correct compared to 79% for the ta",NLP,7143d7fbadfa4693b9eec507d9d37443-Paper.pdf,1993
Hoo Optimality Criteria for LMS and,"We have recently shown that the widely known LMS algorithm is an HOO optimal estimator. The HOO criterion has been introduced, initially in the control theory literature, as a means to ensure ro bust performance in the face of model uncertainties and lack of statistical information on the exogenous signals. We extend here our analysis to the nonlinear setting often encountered in neural networks, and show that the backpropagation algorithm is locally HOO optimal. This fact provides a theoretical justification of the widely observed excellent robustness properties of the LMS and backpropagation algorithms. We further discuss some implications of these results. 1 Introduction The LMS algorithm was originally conceived as an approximate recursive procedure that solves the following problem (Widrow and Hoff, 1960): given a sequence of n x 1 input column vectors {hd, and a corresponding sequence of desired scalar responses { d i }, find an estimate of an n x 1 column vector of weights w suc",Optimization & Theoretical ML,71ad16ad2c4d81f348082ff6c4b20768-Paper.pdf,1993
Classifying Hand Gestures with a View-based,"We present a method for learning, tracking, and recognizing human hand gestures recorded by a conventional CCD camera without any special gloves or other sensors. A view-based representation is used to model aspects of the hand relevant to the trained gestures, and is found using an unsupervised clustering technique. We use normalized correlation net works, with dynamic time warping in the temporal domain, as a distance function for unsupervised clustering. Views are computed separably for space and time dimensions; the distributed response of the combination of these units characterizes the input data with a low dimensional repre sentation. A supervised classification stage uses labeled outputs of the spatio-temporal units as training data. Our system can correctly classify gestures in real time with a low-cost image processing accelerator. 1 INTRODUCTION Gesture recognition is an important aspect of human interaction, either interpersonally or in the context of man-machine interfaces",Computer Vision,7250eb93b3c18cc9daa29cf58af7a004-Paper.pdf,1993
Optimal Unsupervised Motor Learning,"(Masino and Knudsen 1990) showed some remarkable results which suggest that head motion in the barn owl is controlled by distinct circuits coding for the horizontal and vertical components of move ment. This implies the existence of a set of orthogonal internal co ordinates that are related to meaningful coordinates of the external world. No coherent computational theory has yet been proposed to explain this finding. I have proposed a simple model which pro vides a framework for a theory of low-level motor learning. I show that the theory predicts the observed microstimulation results in the barn owl. The model rests on the concept of ""Optimal U n supervised Motor Learning"", which provides a set of criteria that predict optimal internal representations. I describe two iterative Neural Network algorithms which find the optimal solution and demonstrate possible mechanisms for the development of internal representations in animals. 1 INTRODUCTION In the sensory domain, many algorithms for",Reinforcement Learning,72da7fd6d1302c0a159f6436d01e9eb0-Paper.pdf,1993
Amplifying and Linearizing Apical,"Intradendritic electrophysiological recordings reveal a bewildering repertoire of complex electrical spikes and plateaus that are dif ficult to reconcile with conventional notions of neuronal function. In this paper we argue that such dendritic events are just an exu berant expression of a more important mechanism - a proportional current amplifier whose primary task is to offset electrotonic losses. Using the example of functionally important synaptic inputs to the superficial layers of an anatomically and electrophysiologically re constructed layer 5 pyramidal neuron, we derive and simulate the properties of conductances that linearize and amplify distal synap tic input current in a graded manner. The amplification depends on a potassium conductance in the apical tuft and calcium conduc tances in the apical trunk. ·To whom all correspondence should be addressed. 519 520 Bemander, Koch, and Douglas 1 INTRODUCTION About half the pyramidal neurons in layer 5 of neocortex have long apica",Optimization & Theoretical ML,788d986905533aba051261497ecffcbb-Paper.pdf,1993
Decoding Cursive Scripts,"Online cursive handwriting recognition is currently one of the most intriguing challenges in pattern recognition. This study presents a novel approach to this problem which is composed of two comple mentary phases. The first is dynamic encoding of the writing tra jectory into a compact sequence of discrete motor control symbols. In this compact representation we largely remove the redundancy of the script, while preserving most of its intelligible components. In the second phase these control sequences are used to train adaptive probabilistic acyclic automata (PAA) for the important ingredients of the writing trajectories, e.g. letters. We present a new and effi cient learning algorithm for such stochastic automata, and demon strate its utility for spotting and segmentation of cursive scripts. Our experiments show that over 90% of the letters are correctly spotted and identified, prior to any higher level language model. Moreover, both the training and recognition algorithms are very e",Computer Vision,795c7a7a5ec6b460ec00c5841019b9e9-Paper.pdf,1993
Foraging in an Uncertain Environment Using,"Survival is enhanced by an ability to predict the availability of food, the likelihood of predators, and the presence of mates. We present a concrete model that uses diffuse neurotransmitter systems to implement a predictive version of a Hebb learning rule embedded in a neural ar chitecture based on anatomical and physiological studies on bees. The model captured the strategies seen in the behavior of bees and a number of other animals when foraging in an uncertain environment. The predictive model suggests a unified way in which neuromodulatory influences can be used to bias actions and control synaptic plasticity. Successful predictions enhance adaptive behavior by allowing organisms to prepare for fu ture actions, rewards, or punishments. Moreover, it is possible to improve upon behavioral choices if the consequences of executing different actions can be reliably predicted. Al though classical and instrumental conditioning results from the psychological literature [1] demonstrate th",Optimization & Theoretical ML,7a53928fa4dd31e82c6ef826f341daec-Paper.pdf,1993
Analysis of Short Term Memories for Neural,"Short term memory is indispensable for the processing of time varying information with artificial neural networks. In this paper a model for linear memories is presented, and ways to include memories in connectionist topologies are discussed. A comparison is drawn among different memory types, with indication of what is the salient characteristic of each memory model. 1 INTRODUCTION An adaptive system that has to interact with the external world is faced with the problem of coping with the time varying nature of real world signals. Time varying signals, natural or man made, carry information in their time structure. The problem is then one of devising methods and topologies (in the case of interest here, neural topologies) that explore information along time.This problem can be appropriately called temporal pattern recognition, as opposed to the more traditional case of static pattern recognition. In static pattern recognition an input is represented by a point in a space with dimensio",NLP,7c590f01490190db0ed02a5070e20f01-Paper.pdf,1993
Credit Assignment through Time:,"Learning to recognize or predict sequences using long-term con text has many applications. However, practical and theoretical problems are found in training recurrent neural networks to per form tasks in which input/output dependencies span long intervals. Starting from a mathematical analysis of the problem, we consider and compare alternative algorithms and architectures on tasks for which the span of the input/output dependencies can be controlled. Results on the new algorithms show performance qualitatively su perior to that obtained with backpropagation. 1 Introduction Recurrent neural networks have been considered to learn to map input sequences to output sequences. Machines that could efficiently learn such tasks would be useful for many applications involving sequence prediction, recognition or production. However, practical difficulties have been reported in training recurrent neural net works to perform tasks in which the temporal contingencies present in the in put/output se",Deep Learning,7f1171a78ce0780a2142a6eb7bc4f3c8-Paper.pdf,1993
Analyzing Cross Connected Networks,"The non-linear complexities of neural networks make network solutions difficult to understand. Sanger's contribution analysis is here extended to the analysis of networks automatically generated by the cascade correlation learning algorithm. Because such networks have cross connections that supersede hidden layers, standard analyses of hidden unit activation patterns are insufficient. A contribution is defined as the product of an output weight and the associated activation on the sending unit, whether that sending unit is an input or a hidden unit, multiplied by the sign of the output target for the current input pattern. Intercorrelations among contributions, as gleaned from the matrix of contributions x input patterns, can be subjected to principal components analysis (PCA) to extract the main features of variation in the contributions. Such an analysis is applied to three problems, continuous XOR, arithmetic comparison, and distinguishing between two interlocking spirals. In all th",Deep Learning,81e74d678581a3bb7a720b019f4f1a93-Paper.pdf,1993
Recognition-based Segmentation of,"This paper introduces a new recognition-based segmentation ap proach to recognizing on-line cursive handwriting from a database of 10,000 English words. The original input stream of z, y pen coor dinates is encoded as a sequence of uniform stroke descriptions that are processed by six feed-forward neural-networks, each designed to recognize letters of different sizes. Words are then recognized by performing best-first search over the space of all possible segmen tations. Results demonstrate that the method is effective at both writer dependent recognition (1.7% to 15.5% error rate) and writer independent recognition (5.2% to 31.1% error rate). 1 Introduction With the advent of pen-based computers, the problem of automatically recognizing handwriting from the motions of a pen has gained much significance. Progress has been made in reading disjoint block letters [Weissman et. ai, 93]. However, cursive writing is much quicker and natural for humans, but poses a significant challenge to pa",NLP,82489c9737cc245530c7a6ebef3753ec-Paper.pdf,1993
Implementing Intelligence on Silicon,"We will present the implementation of intelligent electronic circuits realized for the first time using a new functional device called Neuron MOS Transistor (neuMOS or vMOS in short) simulating the behavior of biological neurons at a single transistor level. Search for the most resembling data in the memory cell array, for instance, can be automatically carried out on hardware without any software manipulation. Soft Hardware, which we named, can arbitrarily change its logic function in real time by external control signals without any hardware modification. Implementation of a neural network equipped with an on-chip self-learning capability is also described. Through the studies of vMOS intelligent circuit implementation, we noticed an interesting similarity in the architectures of vMOS logic circuitry and biological systems. 1 INTRODUCTION The motivation of this work has stemmed from the invention of a new functional transistor which simulates the behavior of biological neurons (Shiba",Optimization & Theoretical ML,82f2b308c3b01637c607ce05f52a2fed-Paper.pdf,1993
Probabilistic Anomaly Detection In,"This paper describes probabilistic methods for novelty detection when using pattern recognition methods for fault monitoring of dynamic systems. The problem of novelty detection is particular ly acute when prior knowledge and training data only allow one to construct an incomplete classification model. Allowance must be made in model design so that the classifier will be robust to data generated by classes not included in the training phase. For diagnosis applications one practical approach is to construct both an input density model and a discriminative class model. Using Bayes' rule and prior estimates of the relative likelihood of data of known and unknown origin the resulting classification equations are straightforward. The paper describes the application of this method in the context of hidden Markov models for online fault monitoring of large ground antennas for spacecraft tracking, with particular application to the detection of transient behaviour of unknown origin. 1 PROBLEM ",Optimization & Theoretical ML,846c260d715e5b854ffad5f70a516c88-Paper.pdf,1993
